Player name,Known as,player_id,position,nationality,team,Fifa 11 Potential rating,Fifa 11 overall_rating,Fifa 11 age,Fifa 12 overall_rating,Fifa 12 age,Fifa 13 overall_rating,Fifa 13 age,Fifa 14 overall_rating,Fifa 14 age,Fifa 15 overall_rating,Fifa 15 age,Fifa 16 overall_rating,Fifa 16 age,Fifa 17 overall_rating,Fifa 17 age,Fifa 18 overall_rating,Fifa 18 age,Fifa 19 overall_rating,Fifa 19 age,Fifa 20 overall_rating,Fifa 20 age,Fifa 21 overall_rating,Fifa 21 age,Fifa 22 overall_rating,Fifa 22 age,Fifa 11 outcome,Year potential reached
Chung Yong Lee,Lee Chung-Yong,155355,"['RW', 'CAM', 'RM']",Korea Republic,Bolton Wanderers,84,78,21,78.0,22.0,75.0,23.0,74.0,24.0,72.0,25.0,73.0,26.0,74.0,27.0,72.0,28.0,,,73.0,30.0,73.0,31.0,71.0,32.0,did not hit their potential,
Sercan Yildirim,S. Yildirim,144368,['ST'],Turkey,Bursaspor,84,72,20,,,70.0,22.0,,,69.0,24.0,72.0,25.0,73.0,26.0,71.0,27.0,70.0,28.0,,,,,,,did not hit their potential,
Joao Alves De Assis Silva,Jô,140384,"['ST', 'CF', 'CAM']",Brazil,Manchester City,84,75,23,74.0,24.0,75.0,25.0,79.0,26.0,,,,,,,,,76.0,31.0,77.0,32.0,,,,,did not hit their potential,
Zoran Tosic,Z. Tošić,105454,"['LM', 'LW', 'CAM', 'RM']",Serbia,PFC CSKA Moscow,84,77,23,77.0,24.0,77.0,25.0,76.0,26.0,78.0,27.0,80.0,28.0,79.0,29.0,,,,,,,,,,,did not hit their potential,
Roly Bonevacia,R. Bonevacia,200107,"['CDM', 'CM']",Netherlands,Ajax,83,66,18,65.0,19.0,,,66.0,21.0,64.0,22.0,66.0,23.0,72.0,24.0,70.0,25.0,70.0,26.0,70.0,27.0,,,,,did not hit their potential,
Jerson Cabral,J. Cabral,199639,"['LW', 'LF', 'LM', 'ST']",Netherlands,Feyenoord,83,67,19,69.0,20.0,70.0,21.0,68.0,22.0,68.0,23.0,67.0,24.0,70.0,25.0,,,,,,,,,,,did not hit their potential,
Jordy Clasie,J. Clasie,199422,"['CM', 'CDM', 'CAM', 'RM']",Netherlands,Excelsior,83,65,19,67.0,20.0,76.0,21.0,76.0,22.0,76.0,23.0,78.0,24.0,78.0,25.0,77.0,26.0,76.0,27.0,76.0,28.0,74.0,29.0,72.0,30.0,did not hit their potential,
Sergio Alvarez Diaz,Sergio Álvarez,199158,"['CM', 'CDM']",Spain,Real Sporting de Gijón,83,61,18,66.0,19.0,64.0,20.0,62.0,21.0,62.0,22.0,73.0,23.0,77.0,24.0,77.0,25.0,76.0,26.0,75.0,27.0,75.0,28.0,75.0,29.0,did not hit their potential,
Zakaria Labyad,Z. Labyad,198640,"['CAM', 'RM', 'CM']",Netherlands,PSV,83,65,17,70.0,18.0,76.0,19.0,75.0,20.0,74.0,21.0,75.0,22.0,74.0,23.0,75.0,24.0,77.0,25.0,75.0,26.0,75.0,27.0,75.0,28.0,did not hit their potential,
Stefan De Vrij,S. de Vrij,198176,"['RB', 'CB']",Netherlands,Feyenoord,83,69,18,69.0,19.0,74.0,20.0,76.0,21.0,78.0,22.0,82.0,23.0,82.0,24.0,83.0,25.0,84.0,26.0,84.0,27.0,84.0,28.0,85.0,29.0,exceeded their potential,5.0
Leandro Bacuna,L. Bacuna,198133,"['CAM', 'RM', 'LM', 'CDM']",Netherlands,FC Groningen,83,68,18,71.0,19.0,71.0,20.0,69.0,21.0,67.0,22.0,73.0,23.0,73.0,24.0,72.0,25.0,69.0,26.0,69.0,27.0,68.0,28.0,68.0,29.0,did not hit their potential,
Danny Mwanga,D. Mwanga,197875,['ST'],Congo DR,Philadelphia Union,83,65,18,66.0,19.0,63.0,20.0,63.0,21.0,61.0,22.0,62.0,23.0,,,,,,,,,,,,,did not hit their potential,
Dedryck Boyata,D. Boyata,197837,"['CB', 'LB']",Belgium,Manchester City,83,71,19,71.0,20.0,71.0,21.0,70.0,22.0,68.0,23.0,73.0,24.0,71.0,25.0,72.0,26.0,74.0,27.0,76.0,28.0,77.0,29.0,78.0,30.0,did not hit their potential,
